10.00000000	2.14544004	1.19744072
10.10000000	-0.08950900	-0.39823066
10.20000000	-0.43628022	-0.50449030
10.30000000	2.14364739	0.14046883
10.40000000	1.77103556	0.18561435
10.50000000	1.10021576	-0.22233832
10.60000000	2.19104031	0.08743190
10.70000000	1.50680008	0.31997844
10.80000000	0.37852880	-0.40229230
10.90000000	0.95392591	0.08131853
11.00000000	1.46086899	1.19362991
11.10000000	0.80388375	1.11334546
11.20000000	1.38640581	-0.85043638
11.30000000	1.20550032	0.61985809
11.40000000	0.67116383	0.53858761
11.50000000	1.14434263	-0.95901212
11.60000000	2.24442567	0.31134166
11.70000000	0.37927428	1.40347921
11.80000000	0.03634282	-0.85050288
11.90000000	0.72570919	-0.55120082
12.00000000	0.62659325	0.36355463
12.10000000	0.27162058	0.04063583
12.20000000	0.69567834	-0.24907554
12.30000000	-0.29394504	1.14265129
12.40000000	-0.19455952	-1.17760101
12.50000000	1.49151819	-0.07104587
12.60000000	-0.55919900	0.96382519
12.70000000	-0.06523482	-0.14868440
12.80000000	0.12251729	-0.16478288
12.90000000	0.31001584	0.34837477
13.00000000	-0.01562988	-0.31878253
13.10000000	0.37820042	0.18600999
13.20000000	0.12588806	0.31671486
13.30000000	-0.32370878	-0.19678078
13.40000000	-0.03206765	-0.15656203
13.50000000	0.31084061	0.18421859
13.60000000	0.03434058	-0.00353036
13.70000000	0.29709688	-0.09277438
13.80000000	-0.35397257	0.28519829
13.90000000	0.12732693	-0.40934378
14.00000000	0.25555700	-0.22993255
14.10000000	0.06649915	0.92180147
14.20000000	-0.16697189	-0.75061386
14.30000000	0.00853093	-0.06049794
14.40000000	0.33859471	0.46782418
14.50000000	-0.23123723	-0.47393211
14.60000000	0.33541432	0.23165103
14.70000000	-0.23192550	-0.00120115
14.80000000	-0.12444575	-0.43227176
14.90000000	0.31831921	0.43131902
15.00000000	0.00267851	-0.06010105
15.10000000	-0.11087666	-0.12578050
15.20000000	0.08631314	0.17016008
15.30000000	0.14032329	-0.21321899
15.40000000	-0.20143136	-0.04338359
15.50000000	0.05940298	0.18127282
15.60000000	-0.23771533	0.04869182
15.70000000	0.49289386	-0.15432644
15.80000000	-0.06416948	0.22115294
15.90000000	0.01627082	-0.25779077
16.00000000	-0.09599076	-0.08416000
16.10000000	-0.10436933	0.03412779
16.20000000	0.10417346	0.04685639
16.30000000	-0.13393610	0.04527905
16.40000000	0.12853282	0.12070206
16.50000000	0.25330274	-0.19234278
16.60000000	-0.43249629	-0.22486449
16.70000000	0.07440472	0.24407038
16.80000000	0.04878417	0.29671285
16.90000000	0.25708123	-0.51289760
17.00000000	-0.28488022	0.13211848
17.10000000	0.21421491	-0.02244143
17.20000000	-0.33177885	-0.01176617
17.30000000	0.20212337	0.02431196
17.40000000	0.04008645	-0.00377161
17.50000000	-0.04636073	0.12255786
17.60000000	0.18240893	-0.13760833
17.70000000	-0.02930552	-0.07120384
17.80000000	-0.08578271	-0.11014298
17.90000000	-0.03371694	0.09611279
18.00000000	-0.17280503	0.05138713
18.10000000	0.23546288	0.13202120
18.20000000	0.08504475	0.02534460
18.30000000	0.05704293	-0.25238331
18.40000000	-0.11217331	0.00497315
18.50000000	-0.13779247	-0.06935606
18.60000000	0.18266020	-0.00700915
18.70000000	-1.16385331	-0.01075017
18.80000000	0.78711515	1.09585928
18.90000000	0.27684898	-0.47058931
19.00000000	-0.05401345	0.12908706
19.10000000	0.03129969	-0.30668506
19.20000000	-0.57649117	0.37116920
19.30000000	0.84849787	0.82151094
19.40000000	0.61506847	-1.21476696
19.50000000	-0.65032700	-0.07751882
19.60000000	-0.33032357	-0.02539125
19.70000000	0.24893267	0.27194187
19.80000000	-0.13811117	-0.07723610
19.90000000	-0.13602565	-0.00143725
20.00000000	0.05836368	0.17410117
20.10000000	0.21691718	0.24683539
20.20000000	-0.22709568	-0.03800571
20.30000000	0.49055401	0.18045503
20.40000000	0.24789071	-0.04740810
20.50000000	0.06433970	-0.49758267
20.60000000	-0.31427682	0.03993086
20.70000000	-0.26343381	-0.02285610
20.80000000	0.37651496	0.58621491
20.90000000	0.00970794	-0.45710469
21.00000000	-0.04364879	0.16520553
21.10000000	0.13842715	-0.09365505
21.20000000	-0.05941302	-0.16720271
21.30000000	-0.20617359	-0.03171460
21.40000000	-0.11572395	0.19037596
21.50000000	0.23409841	0.05408247
21.60000000	-0.17079080	0.11736377
21.70000000	0.67136442	-0.16678071
21.80000000	-0.48463221	-0.17295168
21.90000000	0.08464365	-0.08705423
22.00000000	0.04511460	0.30706635
22.10000000	0.18368447	-0.15676457
22.20000000	-0.02600688	-0.15291881
22.30000000	-0.02750337	0.13540684
22.40000000	0.06205128	-0.08739690
22.50000000	0.00349839	0.10731538
22.60000000	0.11155459	-0.06473108
22.70000000	0.01025367	0.05763566
22.80000000	0.06742474	-0.12873954
22.90000000	0.00699204	0.02026218
23.00000000	-0.02992308	-0.02513839
23.10000000	0.04312983	-0.03392758
23.20000000	-0.02335971	0.02250414
23.30000000	0.06715866	-0.11270414
23.40000000	-0.20302647	0.05637777
23.50000000	0.11546284	0.09432415
23.60000000	0.02599339	-0.04638616
23.70000000	0.10301953	0.05314525
23.80000000	-0.08279233	-0.19619277
23.90000000	0.02114316	0.14806702
24.00000000	0.04609156	-0.05296648
24.10000000	0.02320989	-0.04131917
24.20000000	-0.01924918	-0.00215304
24.30000000	0.05506648	-0.01755397
24.40000000	-0.01470486	-0.03167277
24.50000000	-0.06169838	-0.01840391
24.60000000	0.08074623	0.07839746
24.70000000	-0.03130618	-0.04751173
24.80000000	-0.02170375	0.01792070
24.90000000	-0.04524684	0.16123910
25.00000000	0.22937951	0.13032866
25.10000000	0.12972923	-0.12695472
25.20000000	0.00721301	-0.15691754
