3000.00000000	-1.29967712	-0.32343336
3000.10000000	-1.31150732	-0.31509229
3000.20000000	-1.31891164	-0.34066717
3000.30000000	-1.31567582	-0.29565300
3000.40000000	-1.30842725	-0.33218634
3000.50000000	-1.30231871	-0.31796143
3000.60000000	-1.31607765	-0.31533989
3000.70000000	-1.29610971	-0.32400275
3000.80000000	-1.30673235	-0.32879527
3000.90000000	-1.31070723	-0.32122348
3001.00000000	-1.30268942	-0.32466890
3001.10000000	-1.29732954	-0.32029841
3001.20000000	-1.31075193	-0.33196371
3001.30000000	-1.29517941	-0.32685525
3001.40000000	-1.32035979	-0.31650653
3001.50000000	-1.27408093	-0.32279260
3001.60000000	-1.31352952	-0.33849121
3001.70000000	-1.29420779	-0.31757197
3001.80000000	-1.29411155	-0.32813164
3001.90000000	-1.29437854	-0.33642226
3002.00000000	-1.30052751	-0.31842261
3002.10000000	-1.29180312	-0.34996671
3002.20000000	-1.30391459	-0.31046891
3002.30000000	-1.28701885	-0.33328668
3002.40000000	-1.29179683	-0.32141796
3002.50000000	-1.28600441	-0.33420113
3002.60000000	-1.28374265	-0.33871176
3002.70000000	-1.29290864	-0.32603719
3002.80000000	-1.28819947	-0.33657585
3002.90000000	-1.28333187	-0.34082381
3003.00000000	-1.29211555	-0.31335638
3003.10000000	-1.27247133	-0.35264934
3003.20000000	-1.28876359	-0.34283735
3003.30000000	-1.29456636	-0.31939252
3003.40000000	-1.27191637	-0.34249798
3003.50000000	-1.28514409	-0.34692379
3003.60000000	-1.28800319	-0.32431145
3003.70000000	-1.27009943	-0.34472629
3003.80000000	-1.29009862	-0.33134166
3003.90000000	-1.27163583	-0.34855721
3004.00000000	-1.27449963	-0.32615258
3004.10000000	-1.27869825	-0.35454646
3004.20000000	-1.26688863	-0.33226286
3004.30000000	-1.28812012	-0.35139529
3004.40000000	-1.26909863	-0.35274197
3004.50000000	-1.28448917	-0.31445077
3004.60000000	-1.25336955	-0.35860913
3004.70000000	-1.27833149	-0.34097349
3004.80000000	-1.28136941	-0.34688667
3004.90000000	-1.24756852	-0.33909717
3005.00000000	-1.27890391	-0.35441443
3005.10000000	-1.27158370	-0.33989716
3005.20000000	-1.25848588	-0.35453771
3005.30000000	-1.27440612	-0.33900212
3005.40000000	-1.25921532	-0.35370634
3005.50000000	-1.26576381	-0.34502948
3005.60000000	-1.26204435	-0.35042322
3005.70000000	-1.26209052	-0.35174607
3005.80000000	-1.25682378	-0.35351035
3005.90000000	-1.27519617	-0.34390002
3006.00000000	-1.24597441	-0.35567460
3006.10000000	-1.26080849	-0.34393411
3006.20000000	-1.25641866	-0.36543563
3006.30000000	-1.26264808	-0.35511464
3006.40000000	-1.25350803	-0.34514974
3006.50000000	-1.25803418	-0.35184069
3006.60000000	-1.25632845	-0.35521408
3006.70000000	-1.24925573	-0.35473488
3006.80000000	-1.24000388	-0.35567071
3006.90000000	-1.26445475	-0.35797183
3007.00000000	-1.24799174	-0.35458017
3007.10000000	-1.24049330	-0.36228234
3007.20000000	-1.25932853	-0.35918896
3007.30000000	-1.23749387	-0.35128885
3007.40000000	-1.25516663	-0.36788970
3007.50000000	-1.24424759	-0.35304266
3007.60000000	-1.24815157	-0.36426882
3007.70000000	-1.22909153	-0.34663487
3007.80000000	-1.24227572	-0.37336084
3007.90000000	-1.24555143	-0.36662515
3008.00000000	-1.23922769	-0.36395474
3008.10000000	-1.24369350	-0.35733318
3008.20000000	-1.23723295	-0.36735701
3008.30000000	-1.23406733	-0.35885026
3008.40000000	-1.23572525	-0.37517941
3008.50000000	-1.23649533	-0.35754194
3008.60000000	-1.23459406	-0.38464133
3008.70000000	-1.24127140	-0.34771268
3008.80000000	-1.23558453	-0.38194832
3008.90000000	-1.22242464	-0.35555457
3009.00000000	-1.23586153	-0.37726602
3009.10000000	-1.22582294	-0.36537802
3009.20000000	-1.23327167	-0.37769584
3009.30000000	-1.22347049	-0.36558031
3009.40000000	-1.23641716	-0.37435228
3009.50000000	-1.21829899	-0.37197614
3009.60000000	-1.23129907	-0.37451395
3009.70000000	-1.22065654	-0.37130466
3009.80000000	-1.22495050	-0.37259985
3009.90000000	-1.21503253	-0.37192069
3010.00000000	-1.22132186	-0.39160926
3010.10000000	-1.22791760	-0.37108703
3010.20000000	-1.22067114	-0.37840602
3010.30000000	-1.21955494	-0.37085189
3010.40000000	-1.21344107	-0.39013029
3010.50000000	-1.21975002	-0.36037549
3010.60000000	-1.20852011	-0.39431847
3010.70000000	-1.22009248	-0.37841761
3010.80000000	-1.21285085	-0.37774166
3010.90000000	-1.21111665	-0.38427395
3011.00000000	-1.20829319	-0.38122528
3011.10000000	-1.21509312	-0.39279751
3011.20000000	-1.21334164	-0.37007640
3011.30000000	-1.19992391	-0.39693582
3011.40000000	-1.21210762	-0.37805879
3011.50000000	-1.20838403	-0.38435091
3011.60000000	-1.20221218	-0.39684962
3011.70000000	-1.20431719	-0.38772279
3011.80000000	-1.21178138	-0.37930372
3011.90000000	-1.20167554	-0.39060459
3012.00000000	-1.19750252	-0.38973169
3012.10000000	-1.19685048	-0.38833900
3012.20000000	-1.20939151	-0.40241172
3012.30000000	-1.20045921	-0.38026235
3012.40000000	-1.19276241	-0.39662153
3012.50000000	-1.20488843	-0.39049121
3012.60000000	-1.20065586	-0.39227419
3012.70000000	-1.18135400	-0.39134162
3012.80000000	-1.20472580	-0.39670909
3012.90000000	-1.19341458	-0.39083034
3013.00000000	-1.18420355	-0.39573908
3013.10000000	-1.18557713	-0.40410214
3013.20000000	-1.20045015	-0.39693254
3013.30000000	-1.18427965	-0.40547040
3013.40000000	-1.20304888	-0.39060509
3013.50000000	-1.18140406	-0.39445629
3013.60000000	-1.17367681	-0.40251464
3013.70000000	-1.19562402	-0.41145169
3013.80000000	-1.18729752	-0.39234245
3013.90000000	-1.17833834	-0.40619062
3014.00000000	-1.18265381	-0.40956591
3014.10000000	-1.19018948	-0.39640009
3014.20000000	-1.17355595	-0.40804527
3014.30000000	-1.18413828	-0.40896464
3014.40000000	-1.17972329	-0.39768274
3014.50000000	-1.17219121	-0.42006466
3014.60000000	-1.18943883	-0.40218527
3014.70000000	-1.17405168	-0.39747773
3014.80000000	-1.16838680	-0.41715387
3014.90000000	-1.17883980	-0.41455376
3015.00000000	-1.17812677	-0.40252510
3015.10000000	-1.16430980	-0.39814950
3015.20000000	-1.16551464	-0.43121932
3015.30000000	-1.17913082	-0.40577435
3015.40000000	-1.16287166	-0.41367171
3015.50000000	-1.16334120	-0.41697671
3015.60000000	-1.18545493	-0.42245366
3015.70000000	-1.16589482	-0.39736332
3015.80000000	-1.14777367	-0.41789196
3015.90000000	-1.17653330	-0.41739198
3016.00000000	-1.14828120	-0.42146196
3016.10000000	-1.17075628	-0.41280192
3016.20000000	-1.15364391	-0.43169547
3016.30000000	-1.17110173	-0.41477412
3016.40000000	-1.15542015	-0.41502020
3016.50000000	-1.15309149	-0.42274685
3016.60000000	-1.15851195	-0.43079628
